Year,Host_country,Host_city,Country_Name,Country_Code,Gold,Silver,Bronze
1948,Great Britain,London,Belgium,BEL,2,2,3
1948,Great Britain,London,Mexico,MEX,2,1,2
1948,Great Britain,London,Australia,AUS,2,6,5
1948,Great Britain,London,Great Britain,GBR,3,14,6
1948,Great Britain,London,Argentina,ARG,3,3,1
1948,Great Britain,London,Austria,AUT,1,0,3
1948,Great Britain,London,India,IND,1,0,0
1948,Great Britain,London,Jamaica,JAM,1,2,0
1948,Great Britain,London,South Africa,RSA,2,1,1
1948,Great Britain,London,Norway,NOR,1,3,3
1948,Great Britain,London,Netherlands,NED,5,2,9
1948,Great Britain,London,Hungary,HUN,10,5,12
1948,Great Britain,London,France,FRA,10,6,13
1948,Great Britain,London,Italy,ITA,8,11,8
1948,Great Britain,London,Turkey,TUR,6,4,2
1948,Great Britain,London,Finland,FIN,8,7,5
1948,Great Britain,London,Switzerland,SUI,5,10,5
1948,Great Britain,London,Denmark,DEN,5,7,8
1948,Great Britain,London,Czechoslovakia,TCH,6,2,3
1948,Great Britain,London,Sweden,SWE,16,11,17
1948,Great Britain,London,United States,USA,38,27,19
1948,Great Britain,London,Peru,PER,1,0,0
1948,Great Britain,London,South Korea,KOR,0,0,2
1948,Great Britain,London,Brazil,BRA,0,0,1
1948,Great Britain,London,Trinidad and Tobago,TRI,0,1,0
1948,Great Britain,London,Panama,PAN,0,0,2
1948,Great Britain,London,Puerto Rico,PUR,0,0,1
1948,Great Britain,London,Egypt,EGY,2,2,1
1948,Great Britain,London,Iran,IRI,0,0,1
1948,Great Britain,London,Poland,POL,0,0,1
1948,Great Britain,London,Portugal,POR,0,1,1
1948,Great Britain,London,Uruguay,URU,0,1,1
1948,Great Britain,London,Yugoslavia,YUG,0,2,0
1948,Great Britain,London,Canada,CAN,0,1,2
1948,Great Britain,London,Spain,ESP,0,1,0
1948,Great Britain,London,Cuba,CUB,0,1,0
1948,Great Britain,London,Ceylon,CEY,0,1,0
