Unnamed: 0,NOC,continent
188,ESP,Europe
193,URS,None
225,ITA,Europe
231,KUW,Asia
444,ALG,Africa
494,IRQ,Asia
510,SYR,Asia
619,LBA,Africa
653,CGO,Africa
771,BUL,Europe
776,BEN,Africa
890,GBR,Europe
901,POL,Europe
1018,CUB,America
1022,POR,Europe
1289,VEN,America
1353,TCH,None
1465,TTO,America
1537,SWE,Europe
1634,NED,Europe
1682,NGR,Africa
1702,BRA,America
1879,MGL,Asia
1955,SUI,Europe
2033,SEY,Africa
2049,FRA,Europe
2093,MLT,Europe
2208,GUI,Africa
2224,CRC,America
2359,CMR,Africa
2441,IND,Asia
2534,FIN,Europe
2822,SLE,Africa
3006,UGA,Africa
3129,AFG,Asia
3147,LIB,Asia
3843,BEL,Europe
4285,JAM,America
4293,YUG,None
4434,ETH,Africa
4485,GRE,Europe
4569,ROU,Europe
4588,MOZ,Africa
4594,COL,America
4662,NCA,America
4728,AUS,Oceania
5079,TAN,Africa
5216,HUN,Europe
5596,MEX,America
5975,GDR,None
7506,MAD,Africa
8177,GUY,America
9088,CYP,Asia
9103,ECU,America
10848,AUT,Europe
11475,PER,America
12297,SEN,Africa
13790,ZAM,Africa
13809,DEN,Europe
15717,NEP,Asia
24422,IRL,Europe
25855,ISL,Europe
27036,LAO,Asia
28449,LUX,Europe
33295,ANG,Africa
34168,ZIM,Africa
36404,SMR,Europe
36987,DOM,America
38461,PRK,Asia
40221,BOT,Africa
41550,VIE,Asia
51958,GUA,America
54652,SRI,Asia
56039,MLI,Africa
67894,NZL,Oceania
76688,AND,Europe
96572,LES,Africa
107027,JOR,Asia
156910,PUR,America
210101,MYA,Asia
