Year,Host_country,Host_city,Country_Name,Country_Code,Gold,Silver,Bronze
1972,West Germany,Munich,United States,USA,33,31,30
1972,West Germany,Munich,East Germany,GDR,20,23,23
1972,West Germany,Munich,West Germany,FRG,13,11,16
1972,West Germany,Munich,Canada,CAN,0,2,3
1972,West Germany,Munich,Cuba,CUB,3,1,4
1972,West Germany,Munich,Soviet Union,URS,50,27,22
1972,West Germany,Munich,Hungary,HUN,6,13,16
1972,West Germany,Munich,Bulgaria,BUL,6,10,5
1972,West Germany,Munich,Italy,ITA,5,3,10
1972,West Germany,Munich,Japan,JPN,13,8,8
1972,West Germany,Munich,Australia,AUS,8,7,2
1972,West Germany,Munich,Poland,POL,7,5,9
1972,West Germany,Munich,Czechoslovakia,TCH,2,4,2
1972,West Germany,Munich,Kenya,KEN,2,3,4
1972,West Germany,Munich,Yugoslavia,YUG,2,1,2
1972,West Germany,Munich,Finland,FIN,3,1,4
1972,West Germany,Munich,Netherlands,NED,3,1,1
1972,West Germany,Munich,France,FRA,2,4,7
1972,West Germany,Munich,Uganda,UGA,1,1,0
1972,West Germany,Munich,Denmark,DEN,1,0,0
1972,West Germany,Munich,Switzerland,SUI,0,3,0
1972,West Germany,Munich,Norway,NOR,2,1,1
1972,West Germany,Munich,North Korea,PRK,1,1,3
1972,West Germany,Munich,New Zealand,NZL,1,1,1
1972,West Germany,Munich,Jamaica,JAM,0,0,1
1972,West Germany,Munich,India,IND,0,0,1
1972,West Germany,Munich,Ghana,GHA,0,0,1
1972,West Germany,Munich,Spain,ESP,0,0,1
1972,West Germany,Munich,Nigeria,NGR,0,0,1
1972,West Germany,Munich,Niger,NIG,0,0,1
1972,West Germany,Munich,Tunisia,TUN,0,1,0
1972,West Germany,Munich,South Korea,KOR,0,1,0
1972,West Germany,Munich,Pakistan,PAK,0,1,0
1972,West Germany,Munich,Ethiopia,ETH,0,0,2
1972,West Germany,Munich,Brazil,BRA,0,0,2
1972,West Germany,Munich,Turkey,TUR,0,1,0
1972,West Germany,Munich,Mongolia,MGL,0,1,0
1972,West Germany,Munich,Belgium,BEL,0,2,0
1972,West Germany,Munich,Greece,GRE,0,2,0
1972,West Germany,Munich,Austria,AUT,0,1,2
1972,West Germany,Munich,Sweden,SWE,4,6,6
1972,West Germany,Munich,Great Britain,GBR,4,5,9
1972,West Germany,Munich,Iran,IRI,0,2,1
1972,West Germany,Munich,Mexico,MEX,0,1,0
1972,West Germany,Munich,Romania,ROU,3,6,7
1972,West Germany,Munich,Lebanon,LIB,0,1,0
1972,West Germany,Munich,Colombia,COL,0,1,2
1972,West Germany,Munich,Argentina,ARG,0,1,0
