Unnamed: 0,NOC,continent
90,NOR,Europe
162,SUD,Africa
211,NGR,Africa
215,CHA,Africa
313,TAN,Africa
315,KUW,Asia
346,EGY,Africa
522,ETH,Africa
550,URS,None
632,JPN,Asia
665,BRA,America
676,GDR,None
723,ARG,America
744,ITA,Europe
806,SOM,Africa
825,LIB,Asia
926,USA,America
1118,FRA,Europe
1164,COL,America
1167,PER,America
1176,GBR,Europe
1264,CUB,America
1299,GHA,Africa
1319,URU,America
1389,POL,Europe
1420,IRI,Asia
1477,CAN,America
1521,FRG,None
1671,CMR,Africa
1694,UGA,Africa
1825,HUN,Europe
1826,PHI,Asia
1832,TOG,Africa
1859,AHO,None
1901,AUT,Europe
1922,SUI,Europe
2042,BEN,Africa
2075,ROU,Europe
2269,MEX,America
2388,DEN,Europe
2401,NED,Europe
2507,PAK,Asia
2566,FIN,Europe
2874,TUR,Asia
2907,AUS,Oceania
3039,MAR,Africa
3244,KSA,Asia
4150,SWE,Europe
4251,POR,Europe
4290,YUG,None
4449,PUR,America
4484,TCH,None
4749,ALG,Africa
4781,INA,Asia
5149,JAM,America
5326,ISR,Asia
5526,ESP,Europe
5591,ISV,America
5808,ESA,America
5820,MAS,Asia
6258,BER,America
6328,KEN,Africa
6361,BUL,Europe
6374,KOR,Asia
7210,SEN,Africa
7499,MAD,Africa
7623,LUX,Europe
8965,NZL,Oceania
9251,THA,Asia
9377,TTO,America
9641,AFG,Asia
9691,BOL,America
9949,PAN,America
10608,GUY,America
11209,GRE,Europe
11297,ISL,Europe
11400,MYA,Asia
11402,CIV,Africa
11905,IND,Asia
12428,BEL,Europe
12967,MGL,Asia
13412,IRL,Europe
14063,LIE,Europe
14082,VEN,America
14845,CHI,America
14903,MON,Europe
15028,BAH,America
15730,CGO,Africa
15870,BAR,America
17631,TUN,Africa
20460,DOM,America
21179,MLT,Europe
21404,BUR,Africa
23327,SUR,America
32133,GUA,America
34110,MLI,Africa
36089,NCA,America
36430,SMR,Europe
38176,CRC,America
38303,HKG,Asia
38312,SGP,Asia
38448,TPE,Asia
38712,HAI,America
40063,CAM,Asia
40286,ZAM,Africa
40429,MAW,Africa
48047,NIG,Africa
53182,ECU,America
62664,SYR,Asia
86005,PAR,America
86513,SRI,Asia
89094,PRK,Asia
96678,VNM,None
99492,LBR,Africa
116985,NEP,Asia
124915,ALB,Europe
145098,SWZ,Africa
153787,GAB,Africa
162697,LES,Africa
188094,BIZ,America
225658,FIJ,Oceania
