Unnamed: 0,NOC,continent
29,FIN,Europe
127,NOR,Europe
243,EGY,Africa
314,FRA,Europe
540,PAK,Asia
698,MON,Europe
718,ESP,Europe
732,SWE,Europe
1036,ROU,Europe
1116,TUR,Asia
1286,ARG,America
1293,URU,America
1294,GHA,Africa
1305,DEN,Europe
1418,HUN,Europe
1452,CAN,America
1531,POL,Europe
1678,GER,Europe
1681,BRA,America
1727,USA,America
1876,CHI,America
1991,IRI,Asia
2117,AUS,Oceania
2132,ITA,Europe
2194,CUB,America
2788,NGR,Africa
4027,AUT,Europe
4072,NED,Europe
4124,SUI,Europe
4165,BAH,America
4347,URS,None
4945,BEL,Europe
4950,GBR,Europe
5181,MEX,America
5713,POR,Europe
5935,VEN,America
6102,ISR,Asia
7155,RSA,Africa
7627,LUX,Europe
7739,BUL,Europe
7995,PUR,America
8155,SAA,None
8163,IND,Asia
8448,JPN,Asia
8868,GRE,Europe
10121,NZL,Oceania
10487,PHI,Asia
10602,TCH,None
12886,YUG,None
14524,BER,America
14594,GUA,America
21961,SGP,Asia
22538,ISL,Europe
29183,AHO,None
35917,IRL,Europe
38859,VNM,None
38927,PAN,America
39995,HKG,Asia
40270,LIB,Asia
40717,KOR,Asia
65175,SRI,Asia
66700,JAM,America
91670,LIE,Europe
118022,TTO,America
130082,THA,Asia
146982,MYA,Asia
162580,GUY,America
231556,INA,Asia
263320,CHN,Asia
