Year,Host_country,Host_city,Team,Code,Gold,Silver,Bronze
2020,Japan,Tokyo,United States,USA,39,41,33
2020,Japan,Tokyo,China,CHN,38,32,18
2020,Japan,Tokyo,Japan,JPN,27,14,17
2020,Japan,Tokyo,Great Britain,GBR,22,21,22
2020,Japan,Tokyo,ROC,ROC,20,28,23
2020,Japan,Tokyo,Australia,AUS,17,7,22
2020,Japan,Tokyo,Netherlands,NED,10,12,14
2020,Japan,Tokyo,Italy,ITA,10,10,20
2020,Japan,Tokyo,Germany,GER,10,11,16
2020,Japan,Tokyo,France,FRA,10,12,11
