Unnamed: 0,NOC,continent
1,CHN,Asia
98,FRA,Europe
134,MAR,Africa
164,RUS,Europe
176,ARG,America
197,ITA,Europe
216,ALG,Africa
249,PAK,Asia
256,IRI,Asia
290,EGY,Africa
454,AUS,Oceania
469,USA,America
479,CMR,Africa
527,IRQ,Asia
588,UZB,Asia
593,AZE,Asia
598,UAE,Asia
612,KGZ,Asia
618,TJK,Asia
683,CAN,America
701,CUB,America
758,ESP,Europe
768,JPN,Asia
774,NGR,Africa
990,POR,Europe
994,SUI,Europe
1026,COL,America
1048,ETH,Africa
1059,JOR,Asia
1064,PLE,Asia
1108,KAZ,Asia
1186,GBR,Europe
1211,UGA,Africa
1221,TUN,Africa
1227,NED,Europe
1281,MEX,America
1318,VEN,America
1416,POL,Europe
1421,NIG,Africa
1442,SKN,America
1528,NZL,Oceania
1533,GER,Europe
1594,LBR,Africa
1647,ERI,Africa
1668,BRA,America
1757,SWE,Europe
1907,BEL,Europe
1947,MAS,Asia
1984,GRE,Europe
2003,ROU,Europe
2014,RWA,Africa
2048,TOG,Africa
2318,PAR,America
2327,URU,America
2356,COM,Africa
2452,INA,Asia
2479,MDV,Asia
2569,BEN,Africa
2570,CIV,Africa
2581,NAM,Africa
2604,EST,Europe
2606,TTO,America
2633,LTU,Europe
2773,UKR,Europe
2875,VIN,America
2877,TUR,Asia
2945,CYP,Asia
3186,KSA,Asia
3204,KUW,Asia
3215,QAT,Asia
3377,BRN,Asia
3381,YEM,Asia
3398,OMA,Asia
3623,SUD,Africa
3823,FIN,Europe
3860,FIJ,Oceania
3941,VAN,Oceania
4049,JAM,America
4243,GUA,America
4321,PUR,America
4331,BUL,Europe
4382,ARM,Asia
4388,LAT,Europe
4415,SRB,Europe
4428,BLR,Europe
4499,IVB,America
4599,ESA,America
4710,MAD,Africa
4741,DJI,Africa
4793,CRO,Europe
4870,PHI,Asia
5123,SEY,Africa
5163,BAR,America
5179,ECU,America
5268,ANG,Africa
5457,NOR,Europe
5809,CRC,America
5980,AUT,Europe
6063,BAH,America
6260,BOT,Africa
6287,GHA,Africa
6398,PRK,Asia
6742,DEN,Europe
7165,KEN,Africa
7448,IRL,Europe
7600,MGL,Asia
7888,SLO,Europe
8083,PLW,Oceania
8106,HUN,Europe
8200,IND,Asia
8347,CZE,Europe
8639,RSA,Africa
8869,CHI,America
8995,THA,Asia
9162,DOM,America
9256,PER,America
9450,ISL,Europe
9584,ISR,Asia
9737,MRI,Africa
9833,MDA,Europe
10644,GUM,Oceania
10753,HKG,Asia
10762,GAB,Africa
10966,MYA,Asia
11629,AFG,Asia
11684,SEN,Africa
12059,LIB,Asia
12375,KOR,Asia
12650,ANT,America
12866,CGO,Africa
13283,BOL,America
14035,MON,Europe
14296,SYR,Asia
14614,MNE,Europe
15171,GUI,Africa
15249,SVK,Europe
15637,GUY,America
16688,TKM,Asia
16911,LCA,America
17572,ALB,Europe
19007,HON,America
20126,SAM,Oceania
20213,AND,Europe
20290,GRN,America
22068,BDI,Africa
23242,MKD,Europe
24776,GEO,Asia
25175,IOA,Special
25774,MLT,Europe
26456,CAF,Africa
28535,NCA,America
29991,COK,Oceania
32039,BER,America
33452,BAN,Asia
33951,LUX,Europe
34095,MOZ,Africa
34118,MLI,Africa
36206,PAN,America
38326,CAM,Asia
38403,TPE,Asia
39574,SGP,Asia
40664,BHU,Asia
41017,ZAM,Africa
41420,VIE,Asia
43482,GAM,Africa
44540,SRI,Asia
45648,ZIM,Africa
47795,STP,Africa
47941,GBS,Africa
48874,FSM,Oceania
49622,KIR,Oceania
54286,HAI,America
54348,NRU,Oceania
54667,NEP,Asia
62425,LBA,Africa
62640,MTN,Africa
63903,GEQ,Africa
65679,ASA,Oceania
66489,SOM,Africa
67237,BIH,Europe
71066,TGA,Oceania
71114,CAY,America
74434,DMA,America
76637,MHL,Oceania
78637,TAN,Africa
86141,SMR,Europe
88716,ISV,America
88800,SWZ,Africa
91806,LIE,Europe
94294,ARU,America
103222,LAO,Asia
113612,PNG,Oceania
115159,COD,Africa
121925,BUR,Africa
130075,SOL,Oceania
132436,TUV,Oceania
135852,LES,Africa
139141,BRU,Asia
142143,CPV,Africa
151003,BIZ,America
168178,TLS,Asia
168966,CHA,Africa
171371,SUR,America
216924,SLE,Africa
220814,MAW,Africa
