Unnamed: 0,NOC,continent
128,NOR,Europe
149,FRA,Europe
154,BUL,Europe
740,RSA,Africa
872,AFG,Asia
982,NZL,Oceania
1223,BEL,Europe
1231,AUS,Oceania
1633,PHI,Asia
2065,URS,None
2134,TTO,America
2439,SWE,Europe
2488,IND,Asia
2584,CHI,America
2601,MEX,America
2644,JPN,Asia
2680,THA,Asia
2790,NGR,Africa
2869,TUR,Asia
3870,PAK,Asia
4166,BAH,America
4644,BRA,America
4733,MAL,Asia
4951,GBR,Europe
5002,USA,America
5922,ITA,Europe
6194,DEN,Europe
6371,KOR,Asia
6491,ROU,Europe
7628,KEN,Africa
8193,YUG,None
8223,TCH,None
8370,FIN,Europe
8506,COL,America
8665,CUB,America
9200,INA,Asia
9469,GER,Europe
9513,CAN,America
10684,HUN,Europe
11126,ARG,America
11247,MYA,Asia
11584,POR,Europe
12472,IRI,Asia
12564,ETH,Africa
13320,PER,America
14239,POL,Europe
15168,IRL,Europe
15318,LUX,Europe
19345,FIJ,Oceania
20223,VEN,America
21955,NBO,None
23356,URU,America
25018,GRE,Europe
26198,AUT,Europe
31211,SUI,Europe
38075,SGP,Asia
39406,TPE,Asia
39998,HKG,Asia
46612,PUR,America
57119,ESP,Europe
61993,ISL,Europe
62499,EGY,Africa
65092,JAM,America
65176,SRI,Asia
65207,UGA,Africa
65421,BER,America
75591,CAM,Asia
101033,GUY,America
109532,LBR,Africa
129581,ISR,Asia
134023,VNM,None
181293,NED,Europe
