Unnamed: 0,NOC,continent
79,NOR,Europe
136,EST,Europe
159,ESP,Europe
163,RUS,Europe
172,BLR,Europe
173,FRA,Europe
198,ITA,Europe
254,PAK,Asia
257,AZE,Asia
274,AUS,Oceania
275,RSA,Africa
281,CAN,America
286,USA,America
287,MAR,Africa
291,EGY,Africa
298,ERI,Africa
425,SUD,Africa
447,ALG,Africa
473,PLE,Asia
526,IRQ,Asia
559,QAT,Asia
611,KGZ,Asia
617,TJK,Asia
644,JPN,Asia
687,GER,Europe
747,TUR,Asia
755,CIV,Africa
766,KAZ,Asia
904,SWE,Europe
989,POR,Europe
1016,ANG,Africa
1054,IRI,Asia
1055,BAN,Asia
1074,NGR,Africa
1120,ROU,Europe
1170,VEN,America
1184,IND,Asia
1201,GBR,Europe
1220,TUN,Africa
1276,ARG,America
1280,MEX,America
1288,CUB,America
1344,MRI,Africa
1415,POL,Europe
1527,NZL,Oceania
1593,LBR,Africa
1677,ETH,Africa
1692,NEP,Asia
1696,ARM,Asia
1862,NED,Europe
1865,BRA,America
1882,UKR,Europe
1891,ASA,Oceania
1916,BEL,Europe
1983,GRE,Europe
2142,AUT,Europe
2165,SEY,Africa
2174,DOM,America
2287,NCA,America
2317,PAR,America
2355,COM,Africa
2580,NAM,Africa
2758,BER,America
2888,SAM,Oceania
2944,CYP,Asia
3031,KEN,Africa
3185,KSA,Asia
3241,KUW,Asia
3276,BRN,Asia
3279,SYR,Asia
3286,OMA,Asia
3379,YEM,Asia
3420,JOR,Asia
3471,UAE,Asia
3822,FIN,Europe
4048,JAM,America
4328,LTU,Europe
4354,BUL,Europe
4504,VIN,America
4665,NIG,Africa
4700,LBA,Africa
4714,CMR,Africa
4748,DJI,Africa
4771,BIH,Europe
4775,GUM,Oceania
4792,CRO,Europe
5161,BAR,America
5298,CHI,America
5564,HON,America
5571,COL,America
5841,UZB,Asia
6062,BAH,America
6130,MAS,Asia
6215,GHA,Africa
6393,KOR,Asia
6397,PRK,Asia
6713,DEN,Europe
7501,MAD,Africa
7656,PHI,Asia
8346,CZE,Europe
8423,CHN,Asia
8679,TKM,Asia
8725,LAT,Europe
8972,IRL,Europe
8994,THA,Asia
9099,GUA,America
9105,ESA,America
9375,TTO,America
9434,HUN,Europe
9447,ISL,Europe
9700,PUR,America
10069,SUI,Europe
10700,MLT,Europe
10754,HKG,Asia
10908,HAI,America
11153,ISR,Asia
11628,AFG,Asia
11687,SEN,Africa
12341,MGL,Asia
12447,MLI,Africa
12503,GAB,Africa
12527,ECU,America
12649,ANT,America
12865,CGO,Africa
13639,BOT,Africa
13793,ZIM,Africa
14975,PER,America
15141,ISV,America
15158,GUI,Africa
15248,SVK,Europe
15339,GRN,America
16593,UGA,Africa
16635,TAN,Africa
16910,LCA,America
17459,GEO,Asia
17571,ALB,Europe
20212,AND,Europe
22549,SRB,Europe
23904,SLE,Africa
23908,LUX,Europe
23964,PAN,America
24552,PNG,Oceania
25194,STP,Africa
25210,CAF,Africa
26963,TOG,Africa
27765,SLO,Europe
28385,MDA,Europe
28857,CRC,America
29045,MNE,Europe
29389,URU,America
31065,SMR,Europe
31836,FIJ,Oceania
32449,GUY,America
33060,ZAM,Africa
33525,SGP,Asia
33858,BOL,America
34094,MOZ,Africa
34105,MTN,Africa
38341,TPE,Asia
38368,MAW,Africa
38384,INA,Asia
40394,LAO,Asia
43563,SKN,America
46057,MHL,Oceania
46604,CPV,Africa
47940,GBS,Africa
48873,FSM,Oceania
49136,BEN,Africa
49574,AHO,None
53415,BHU,Asia
54347,NRU,Oceania
55034,MON,Europe
56097,RWA,Africa
56370,SWZ,Africa
58302,VIE,Asia
63300,PLW,Oceania
64674,TUV,Oceania
70557,BIZ,America
71113,CAY,America
77609,LIE,Europe
87858,LIB,Asia
88683,SOL,Oceania
91058,IVB,America
92775,COK,Oceania
93846,CAM,Asia
101215,DMA,America
101313,MDV,Asia
101917,SOM,Africa
104840,GAM,Africa
106999,SRI,Asia
112769,VAN,Oceania
114574,KIR,Oceania
115793,COD,Africa
134390,LES,Africa
136048,MYA,Asia
141766,TGA,Oceania
153789,GEQ,Africa
168965,CHA,Africa
169880,MKD,Europe
171370,SUR,America
171526,BUR,Africa
172353,BDI,Africa
204021,ARU,America
263843,TLS,Asia
