Year,Host_country,Host_city,Team,Code,Gold,Silver,Bronze
2008,China,Beijing,China,CHN,48,22,30
2008,China,Beijing,United States,USA,36,39,37
2008,China,Beijing,Russia,RUS,24,13,23
2008,China,Beijing,Great Britain,GBR,19,13,19
2008,China,Beijing,Germany,GER,16,11,14
2008,China,Beijing,Australia,AUS,14,15,17
2008,China,Beijing,South Korea,KOR,13,11,8
2008,China,Beijing,Japan,JPN,9,8,8
2008,China,Beijing,Italy,ITA,8,9,10
2008,China,Beijing,Netherlands,NED,7,5,4
