Unnamed: 0,NOC,continent
129,NOR,Europe
155,BUL,Europe
238,UAR,None
325,SUD,Africa
507,IRQ,Asia
524,PAK,Asia
630,JPN,Asia
705,ISR,Asia
930,SWE,Europe
962,URS,None
983,NZL,Oceania
1156,CHI,America
1181,PHI,Asia
1225,BEL,Europe
1268,ARG,America
1398,MEX,America
1518,CAN,America
1535,POL,Europe
1575,FRA,Europe
1577,GBR,Europe
1586,GHA,Africa
1736,GER,Europe
1781,ETH,Africa
1785,MAR,Africa
1787,UGA,Africa
1858,AHO,None
2068,KEN,Africa
2204,URU,America
2286,CUB,America
2535,FIN,Europe
2870,TUR,Asia
3074,NGR,Africa
3730,TUN,Africa
3994,ESP,Europe
4025,HUN,Europe
4105,PER,America
4118,SUI,Europe
4161,POR,Europe
4167,BAH,America
4454,ITA,Europe
4605,NED,Europe
4645,BRA,America
4730,MAL,Asia
4746,IRI,Asia
4985,USA,America
5014,AUS,Oceania
5879,VEN,America
6116,LIB,Asia
6388,KOR,Asia
6492,ROU,Europe
6610,DEN,Europe
7215,COL,America
7563,LUX,Europe
7968,YUG,None
8192,IND,Asia
8413,GRE,Europe
8948,GUY,America
9261,THA,Asia
9431,IRL,Europe
10798,RSA,Africa
11043,AUT,Europe
12345,RHO,None
12430,PUR,America
15993,MON,Europe
16229,TCH,None
19230,WIF,None
24685,INA,Asia
25668,MLT,Europe
31148,LIE,Europe
34359,PAN,America
36429,SMR,Europe
38281,TPE,Asia
40000,HKG,Asia
41115,MYA,Asia
44376,SGP,Asia
44408,SRI,Asia
44496,ZIM,Africa
49314,BER,America
57849,AFG,Asia
61994,ISL,Europe
109535,LBR,Africa
130914,HAI,America
160925,FIJ,Oceania
187855,VNM,None
