Year,Host_country,Host_city,Team,Code,Gold,Silver,Bronze
2000,Australia,Sydney,United States,USA,37,24,32
2000,Australia,Sydney,Russia,RUS,32,28,29
2000,Australia,Sydney,China,CHN,28,16,14
2000,Australia,Sydney,Australia,AUS,16,25,17
2000,Australia,Sydney,France,FRA,13,14,11
2000,Australia,Sydney,Italy,ITA,13,8,13
2000,Australia,Sydney,Germany,GER,13,17,26
2000,Australia,Sydney,Netherlands,NED,12,9,4
2000,Australia,Sydney,Cuba,CUB,11,11,7
2000,Australia,Sydney,Great Britain,GBR,11,10,7
