Year,Host_country,Host_city,Country_Name,Country_Code,Gold,Silver,Bronze
1896,Greece,Athens,Great Britain,GBR,2,3,2
1896,Greece,Athens,Hungary,HUN,2,1,3
1896,Greece,Athens,France,FRA,5,4,2
1896,Greece,Athens,United States,USA,11,7,2
1896,Greece,Athens,Germany,GER,6,5,2
1896,Greece,Athens,Austria,AUT,2,1,2
1896,Greece,Athens,Mixed team,ZZX,1,0,1
1896,Greece,Athens,Greece,GRE,10,18,19
1896,Greece,Athens,Switzerland,SUI,1,2,0
1896,Greece,Athens,Australia,AUS,2,0,0
1896,Greece,Athens,Denmark,DEN,1,2,3
