Unnamed: 0,NOC,continent
192,URS,None
234,IRQ,Asia
239,EGY,Africa
312,TAN,Africa
525,PAK,Asia
933,SWE,Europe
1077,PER,America
1088,JPN,Asia
1189,GHA,Africa
1232,CIV,Africa
1269,ARG,America
1422,BUL,Europe
1584,GBR,Europe
1683,BRA,America
1748,GER,Europe
1786,MAR,Africa
1829,PUR,America
2069,KEN,Africa
2085,IRI,Asia
2120,ITA,Europe
2143,HUN,Europe
2248,ESP,Europe
2262,MEX,America
2349,AUS,Oceania
2360,NGR,Africa
2434,NOR,Europe
2640,AUT,Europe
2679,FRA,Europe
2871,TUR,Asia
3061,IND,Asia
3849,MAS,Asia
3888,FIN,Europe
4119,SUI,Europe
4250,POR,Europe
4288,CAN,America
4438,ETH,Africa
4810,PHI,Asia
5016,USA,America
5134,BEL,Europe
5191,URU,America
5740,NED,Europe
6333,UGA,Africa
6368,KOR,Asia
6377,CAM,Asia
6687,DEN,Europe
6772,IRL,Europe
7321,ROU,Europe
7587,TCH,None
7610,POL,Europe
7911,LUX,Europe
8080,NZL,Oceania
8410,AFG,Asia
8478,LIB,Asia
8778,COL,America
9015,THA,Asia
9196,ISR,Asia
11322,TUN,Africa
11793,ZAM,Africa
12641,TTO,America
13143,YUG,None
13273,MGL,Asia
14439,ZIM,Africa
14878,CRC,America
15996,MON,Europe
16503,MYA,Asia
20899,CUB,America
27305,AHO,None
27721,VEN,America
29134,JAM,America
31149,LIE,Europe
31904,SRI,Asia
34123,MLI,Africa
34360,PAN,America
36931,HKG,Asia
38409,TPE,Asia
43494,BAH,America
44492,BER,America
48045,NIG,Africa
54872,SEN,Africa
55022,GUY,America
62896,CGO,Africa
64829,GRE,Europe
65165,CHI,America
79969,ISL,Europe
86805,NEP,Asia
96682,VNM,None
102076,CHA,Africa
102961,BOL,America
109738,LBR,Africa
133907,ALG,Africa
172407,CMR,Africa
195303,MAD,Africa
242060,DOM,America
