Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1964,Tokyo,Aquatics,Diving,"GOMPF, Thomas Eugen",USA,Men,10M Platform,Bronze
1964,Tokyo,Aquatics,Diving,"WEBSTER, Robert David",USA,Men,10M Platform,Gold
1964,Tokyo,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10M Platform,Silver
1964,Tokyo,Aquatics,Diving,"ALEKSEEVA, Galina",URS,Women,10M Platform,Bronze
1964,Tokyo,Aquatics,Diving,"BUSH, Lesley Leigh",USA,Women,10M Platform,Gold
1964,Tokyo,Aquatics,Diving,"KRÄMER-ENGEL-GULBIN, Ingrid",EUA,Women,10M Platform,Silver
1964,Tokyo,Aquatics,Diving,"ANDREASEN, Lawrence Edwin",USA,Men,3M Springboard,Bronze
1964,Tokyo,Aquatics,Diving,"SITZBERGER, Kenneth Robert",USA,Men,3M Springboard,Gold
1964,Tokyo,Aquatics,Diving,"GORMAN, Francis Xavier",USA,Men,3M Springboard,Silver
1964,Tokyo,Aquatics,Diving,"WILLARD, Mary Patricia",USA,Women,3M Springboard,Bronze
1964,Tokyo,Aquatics,Diving,"KRÄMER-ENGEL-GULBIN, Ingrid",EUA,Women,3M Springboard,Gold
1964,Tokyo,Aquatics,Diving,"COLLIER, Jeanne Ellen",USA,Women,3M Springboard,Silver
1964,Tokyo,Aquatics,Swimming,"DUENKEL, Virginia Ruth",USA,Women,100M Backstroke,Bronze
1964,Tokyo,Aquatics,Swimming,"FERGUSON, Kathleen Jean",USA,Women,100M Backstroke,Gold
1964,Tokyo,Aquatics,Swimming,"CARON, Christine (Kiki)",FRA,Women,100M Backstroke,Silver
1964,Tokyo,Aquatics,Swimming,"ELLIS, Kathleen",USA,Women,100M Butterfly,Bronze
1964,Tokyo,Aquatics,Swimming,"STOUDER, Sharon Marie",USA,Women,100M Butterfly,Gold
1964,Tokyo,Aquatics,Swimming,"KOK, Aagje Ada",NED,Women,100M Butterfly,Silver
1964,Tokyo,Aquatics,Swimming,"KLEIN, Hans-Joachim",EUA,Men,100M Freestyle,Bronze
1964,Tokyo,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,100M Freestyle,Gold
1964,Tokyo,Aquatics,Swimming,"MCGREGOR, Robert Bilsland",GBR,Men,100M Freestyle,Silver
1964,Tokyo,Aquatics,Swimming,"ELLIS, Kathleen",USA,Women,100M Freestyle,Bronze
1964,Tokyo,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,100M Freestyle,Gold
1964,Tokyo,Aquatics,Swimming,"STOUDER, Sharon Marie",USA,Women,100M Freestyle,Silver
1964,Tokyo,Aquatics,Swimming,"WOOD, Allan",AUS,Men,1500M Freestyle,Bronze
1964,Tokyo,Aquatics,Swimming,"WINDLE, Robert George",AUS,Men,1500M Freestyle,Gold
1964,Tokyo,Aquatics,Swimming,"NELSON, John Mauer",USA,Men,1500M Freestyle,Silver
1964,Tokyo,Aquatics,Swimming,"BENNETT, Robert Earl",USA,Men,200M Backstroke,Bronze
1964,Tokyo,Aquatics,Swimming,"GRAEF, Jedward Richard",USA,Men,200M Backstroke,Gold
1964,Tokyo,Aquatics,Swimming,"DILLEY, Gary J.",USA,Men,200M Backstroke,Silver
1964,Tokyo,Aquatics,Swimming,"JASTREMSKI, Chester Andrew",USA,Men,200M Breaststroke,Bronze
1964,Tokyo,Aquatics,Swimming,"O'BRIEN, Lawrence Ian",AUS,Men,200M Breaststroke,Gold
1964,Tokyo,Aquatics,Swimming,"PROKOPENKO, Georgi",URS,Men,200M Breaststroke,Silver
1964,Tokyo,Aquatics,Swimming,"BABANINA, Svetlana",URS,Women,200M Breaststroke,Bronze
1964,Tokyo,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200M Breaststroke,Gold
1964,Tokyo,Aquatics,Swimming,"KOLB, Claudia Anne",USA,Women,200M Breaststroke,Silver
1964,Tokyo,Aquatics,Swimming,"SCHMIDT, Frederick Weber",USA,Men,200M Butterfly,Bronze
1964,Tokyo,Aquatics,Swimming,"BERRY, Kevin John",AUS,Men,200M Butterfly,Gold
1964,Tokyo,Aquatics,Swimming,"ROBIE, Carl Joseph III",USA,Men,200M Butterfly,Silver
1964,Tokyo,Aquatics,Swimming,"WOOD, Allan",AUS,Men,400M Freestyle,Bronze
1964,Tokyo,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,400M Freestyle,Gold
1964,Tokyo,Aquatics,Swimming,"WIEGAND, Frank",EUA,Men,400M Freestyle,Silver
1964,Tokyo,Aquatics,Swimming,"STICKLES, Therese Lee",USA,Women,400M Freestyle,Bronze
1964,Tokyo,Aquatics,Swimming,"DUENKEL, Virginia Ruth",USA,Women,400M Freestyle,Gold
1964,Tokyo,Aquatics,Swimming,"RAMENOFSKY, Marilyn",USA,Women,400M Freestyle,Silver
1964,Tokyo,Aquatics,Swimming,"HETZ, Gerhard",EUA,Men,400M Individual Medley,Bronze
1964,Tokyo,Aquatics,Swimming,"ROTH, Richard William",USA,Men,400M Individual Medley,Gold
1964,Tokyo,Aquatics,Swimming,"SAARI, Roy Allen",USA,Men,400M Individual Medley,Silver
1964,Tokyo,Aquatics,Swimming,"RANDALL, Martha Irene",USA,Women,400M Individual Medley,Bronze
1964,Tokyo,Aquatics,Swimming,"DE VARONA, Donna Elizabeth",USA,Women,400M Individual Medley,Gold
1964,Tokyo,Aquatics,Swimming,"FINNERAN, Sharon Evans",USA,Women,400M Individual Medley,Silver
1964,Tokyo,Aquatics,Swimming,"DICKSON, David Gavin",AUS,Men,4X100M Freestyle Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"DOAK, Peter John",AUS,Men,4X100M Freestyle Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"RYAN, John",AUS,Men,4X100M Freestyle Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"WINDLE, Robert George",AUS,Men,4X100M Freestyle Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"AUSTIN, Michael Mackay",USA,Men,4X100M Freestyle Relay,Gold
1964,Tokyo,Aquatics,Swimming,"CLARK, Stephen Edward",USA,Men,4X100M Freestyle Relay,Gold
1964,Tokyo,Aquatics,Swimming,"ILMAN, Gary Steven",USA,Men,4X100M Freestyle Relay,Gold
1964,Tokyo,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,4X100M Freestyle Relay,Gold
1964,Tokyo,Aquatics,Swimming,"JACOBSEN, Uwe",EUA,Men,4X100M Freestyle Relay,Silver
1964,Tokyo,Aquatics,Swimming,"KLEIN, Hans-Joachim",EUA,Men,4X100M Freestyle Relay,Silver
1964,Tokyo,Aquatics,Swimming,"LÖFFLER, Horst",EUA,Men,4X100M Freestyle Relay,Silver
1964,Tokyo,Aquatics,Swimming,"WIEGAND, Frank",EUA,Men,4X100M Freestyle Relay,Silver
1964,Tokyo,Aquatics,Swimming,"BEUMER, Catharina Johanna",NED,Women,4X100M Freestyle Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"TERPSTRA, Erica Georgine",NED,Women,4X100M Freestyle Relay,Bronze
