Unnamed: 0,NOC,continent
26,NED,Europe
787,USA,America
1251,BEL,Europe
1639,FRA,Europe
1716,PHI,Asia
2145,ITA,Europe
2386,FIN,Europe
2433,SWE,Europe
2710,GBR,Europe
3908,MEX,America
4475,GER,Europe
5033,IND,Asia
5918,ESP,Europe
6046,BRA,America
6594,DEN,Europe
8010,JPN,Asia
8968,CAN,America
11521,ARG,America
12192,HUN,Europe
13220,TCH,None
15445,RSA,Africa
15533,POL,Europe
15544,AUS,Oceania
16407,LAT,Europe
20464,PER,America
22797,NZL,Oceania
23893,AUT,Europe
37070,HAI,America
42645,GRE,Europe
43496,IRL,Europe
46184,ROU,Europe
46997,CUB,America
48167,NOR,Europe
50812,SUI,Europe
50872,POR,Europe
51280,COL,America
51402,ESA,America
58030,URU,America
61626,VEN,America
105208,LUX,Europe
113201,EST,Europe
113389,BUL,Europe
140532,CHN,Asia
152408,GUA,America
168198,YUG,None
208007,TUR,Asia
215208,MON,Europe
